Developer,Latitude,Longitude,Place Name,Address
Ecole,35.6762,139.6503,Ecole,"""Headquarters: Zentrale: Tokio, Japan"""
Hit Maker,35.6762,139.6503,Hit Maker,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
Razorback Developments,52.1637491,-2.085081,Razorback,"Springfield Farm, Pershore WR10 2BF, Vereinigtes Königreich"
Digitial Creations,50.9419781,6.9407434,Creational Media,"Hohenzollernring 88, 50672 Köln, Deutschland"
Neverland,35.6762,139.6503,Neverland,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
Artificial Studios,32.0809,-81.0912,Artificial Studios,"""Headquarters: Zentrale: Savannah, Georgia, USA (ehemaliges Studio)"""
Empire Oxford,51.7480282,-1.238379,Empire barbers,"124 Cowley Rd, Oxford OX4 1JE, Vereinigtes Königreich"
Iceflake Studios,61.494636,23.7716161,Iceflake Studios Oy,"Vuolteenkatu 20, 33100 Tampere, Finnland"
Rob Howland,40.4471474,-79.9518264,"Dr. Robert H. Howland, MD","Bellefield Towers, 100 N Bellefield Ave, Pittsburgh, PA 15213, Vereinigte Staaten"
"""HotGen, Ltd.""",51.3749814,-0.0910829,Hotgen Ltd,"12-16 Addiscombe Rd, Croydon CR0 0XT, Vereinigtes Königreich"
O Games,50.9250661,6.9486566,School of Games,"Sachsenring 79, 50677 Köln, Deutschland"
NMS Software,50.9600973,7.0231895,Nelson-Mandela-Schule,"Wuppertaler Str. 19, 51067 Köln, Deutschland"
Comcept,35.6762,139.6503,Comcept,"""Headquarters: Zentrale: Tokio, Japan (heute Teil von Level-5)"""
Northway Games,42.1175,-87.85888890000001,Northway,"Northway, Northbrook, Illinois 60062, USA"
Daito,34.7120087,135.6234392,Daitō,"Daitō, Präfektur Ōsaka, Japan"
Eidos Interactive,45.506415,-73.569401,Eidos Montréal,"400 Blvd. De Maisonneuve Ouest 5th Floor, Montreal, Quebec H3A 1L4, Kanada"
DoubleBear Productions,47.6738,-122.1215,DoubleBear Productions,"""Headquarters: Zentrale: Redmond, Washington, USA"""
Uppercut Games,25.881912,93.7613725,Double Uppercut Games,"Temoa Building, 3rd Mile, Dimapur, Nagaland 797115, Indien"
Animation Arts,50.9485502,6.9449503,PIXL VISN media arts academy,"Im Mediapark 5, 50670 Köln, Deutschland"
Guildford Studio,51.2716263,-0.6502924,Guildford Studios,"Cobbett Hill Rd, Normandy, Guildford GU3 2AA, Vereinigtes Königreich"
WorkJam,45.4993916,-73.5601009,WorkJam,"740 R. Notre Dame O #405, Montréal, QC H3C 3X6, Kanada"
The Method,55.95759229999999,-3.2073861,The Method,"9 St Stephen St, Edinburgh EH3 5AN, Vereinigtes Königreich"
PowPow,50.9283626,6.9397651,Pow Pow Movement GmbH,"Hochstadenstraße 12, 50674 Köln, Deutschland"
Halycon Media GmbH & Co. KG,53.82443019999999,10.5013113,Halycon Media GmbH&Co.KG,"An d. Autobahn 24, 23858 Reinfeld, Deutschland"
Plukit,53.5470567,9.9621605,PLUKK,"Bernhard-Nocht-Straße 85, 20359 Hamburg, Deutschland"
Walter Machado,50.9234725,6.960973,Centro Machado,"Severinsmühlengasse 1, 50678 Köln, Deutschland"
Probe,51.3410385,7.496022399999999,Jürgen Probe Technischer Vertrieb,"Schlössersbusch 16, 58091 Hagen, Deutschland"
Japan Supply System,35.6762,139.6503,Japan Supply System,"""Headquarters: Zentrale: Tokio, Japan"""
Bionic Games,34.1808,-118.309,Bionic Games,"""Headquarters: Zentrale: Burbank, Kalifornien, USA (ehemaliges Studio)"""
Beamdog,53.5183387,-113.5009693,Beamdog,"10508 82 Ave NW, Edmonton, AB T6E 2A4, Kanada"
O-Games,50.9250661,6.9486566,School of Games,"Sachsenring 79, 50677 Köln, Deutschland"
Opera House,35.6762,139.6503,Opera House,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
"""BeeWorks Co., Ltd.""",50.9153441,3.9614695,BeeWorks BVBA,"Doorsteekstraat 9, 9420 Erpe-Mere, Belgien"
Inevitable Entertainment,48.8454168,2.3548181,L'Inévitable,"22 Rue Linné, 75005 Paris, Frankreich"
OUAT Entertainment,50.8315196,4.3683372,ouatprod,"Chau. d'Ixelles 204, 1050 Ixelles, Belgien"
Somi,51.2366113,6.8216652,SOMI Experts GmbH,"Grafenberger Allee 297, 40237 Düsseldorf, Deutschland"
Reef Entertainment,51.3904955,-0.1447912,Reef Entertainment,"Unit 2b, 119 Beddington Lane, Croydon CR0 4TD, Vereinigtes Königreich"
ORiGO Games,48.39811,21.6557407,Origo Sprort és Játékbolt,"Sátoraljaújhely, Rákóczi u. 3, 3980 Ungarn"
exozet games,52.5036771,13.4506073,Exozet Berlin GmbH,"Rotherstraße 20, 10245 Berlin, Deutschland"
ZOV GAME STUDIO,50.9452838,6.984420099999999,Goodwolf Studio,"Deutz-Mülheimer Str. 30, 50679 Köln, Deutschland"
Iron Galaxy,41.879931,-87.630517,Iron Galaxy Studios,"125 S Clark St, Chicago, IL 60603, Vereinigte Staaten"
Sony Computer Entertainment Japan,35.6294522,139.7454507,Sony Interactive Entertainment Inc.,"1 Chome-7-1 Konan, Minato City, Tokyo 108-0075, Japan"
Zed Two Limited,51.5256222,-0.0836595,Zed Zed Ltd,"86-90 Paul St, London EC2A 4NE, Vereinigtes Königreich"
ZeroBit Games,51.4887968,6.597388199999999,ZeroV,"Leuschnerstraße 9, 47445 Moers, Deutschland"
BiArt,50.86340269999999,4.4119544,Gaelle Biart Médecin Généraliste Evere,"Av. Henry Dunant 17, 1140 Evere, Belgien"
Lamina Studios,-23.5448091,-46.6356572,Estúdio Lâmina,"Av. São João, 108 - 41 - Centro Histórico de São Paulo, São Paulo - SP, 01036-000, Brasilien"
Creative Reality,50.9297366,6.9457749,TWT reality bytes,"Neue Weyerstraße 1-3, 50676 Köln, Deutschland"
Focus Home Interactive,48.8566,2.3522,Focus Home Interactive,"""Headquarters: Zentrale: Paris, Frankreich"""
Mastertronic,-23.5681516,-46.6604525,MasterTronic.com.br,"Alameda Lorena, 800 - Jardim Paulista, São Paulo - SP, 01424-001, Brasilien"
Koolhaus Games,49.27724260000001,-123.1162425,Koolhaus Games Inc.,"896 Cambie St, Vancouver, BC V6B 2P6, Kanada"
Gameinvest,47.0525277,21.9274696,"Gaminvest srl - Cuza Voda Oradea - Agentie Imobiliare , Credite","Strada Cuza Vodă 28, Oradea 410097, Rumänien"
Triple-Star Studio,35.6762,139.6503,Triple-Star Studio,"""Headquarters: Zentrale: Tokio, Japan"""
Synnergy Circle Games,51.820193,-1.2735975,Synergy Gaming,"Queens Ave, Kidlington OX5 2JJ, Vereinigtes Königreich"
Game Studio,50.97266399999999,6.944914499999999,gamefabrik GmbH,"Giselherstraße 7, 50739 Köln, Deutschland"
Peace,50.9760468,6.9598717,Niehlerschneider Atelier -Isa Tokgözoglu,"Niehler Str. 353, 50735 Köln, Deutschland"
Spiral House,53.4071128,-2.9326594,Spiral House Ltd,"Baird House, Liverpool Innovation Park, 360 Edge Ln, Fairfield, Liverpool L7 9NJ, Vereinigtes Königreich"
Visual Science,40.7136517,-74.0148075,Visual Science,"200 Vesey St 25th floor, New York, NY 10281, Vereinigte Staaten"
The Mustard Corporation,36.0317916,-89.3864746,The Mustard Company Store,"111 W Market St, Dyersburg, TN 38024, Vereinigte Staaten"
Kazakov Oleg,51.1511094,7.199389099999999,Oleg Jakushov Saxophonist,"Eschbachtal 30, 42929 Wermelskirchen, Deutschland"
Rusty Lake,52.3842162,4.903131999999999,Rusty Lake Games,"Overhoeksplein 2, 1031 KS Amsterdam, Niederlande"
Axyos Games,51.7017877,5.28705,AXXS | The Social Sports Game,"Veemarktkade 8, 5222 AE 's-Hertogenbosch, Niederlande"
David OReilly,29.9499479,-90.0749763,David O'Reilly Engineering,"518 S Rampart St, New Orleans, LA 70113, Vereinigte Staaten"
Natsume Atari,34.695165,135.4938262,NATSUME ATARI INC.,"2 Chome-2-28 Dojimahama, Kita Ward, Osaka, 530-0004, Japan"
Everlasting Fantasy,50.8917122,6.9047394,Everlasting Weddings,"Everlasting Weddings MONANO Schmuckmanufaktur, Kalscheurener Str. 8, 50354 Hürth, Deutschland"
KING Art Games,53.0765488,8.8060114,King Art GmbH,"Kleine Waagestraße 1, 28195 Bremen, Deutschland"
Serious Brew,53.62930009999999,-2.1544718,Serious Brewing Company Ltd,"Unit C5, Fieldhouse Industrial Estate, Fieldhouse Rd, Rochdale OL12 0AA, Vereinigtes Königreich"
Independent Arts Software,51.6868855,7.8111443,Independent Arts Software GmbH,"Münsterstraße 5, 59065 Hamm, Deutschland"
Sorath,24.0003365,84.4828838,Sorath,"Sorath, Jharkhand 822122, Indien"
2SD,47.4674463,9.0430977,2SD ARCHITEKTEN AG,"Bronschhoferstrasse 31, 9500 Wil, Schweiz"
Cobra Mobile,56.462,-2.9707,Cobra Mobile,"""Headquarters: Zentrale: Dundee, Schottland, Vereinigtes Königreich"""
Infusion Games Ltd,51.7115606,-0.2708154,Infusion Group Ltd,"First Floor, Salisbury Hall, The Old Library, St Albans, Vereinigtes Königreich"
Blackbird Interactive,49.2670176,-123.0910332,Blackbird Interactive,"565 Great Northern Way #400, Vancouver, BC V5T 0H8, Kanada"
Digital Mayhem,33.9721881,-81.37102039999999,Digital Mayhem,"1303 Clemons Ln, Gilbert, SC 29054, Vereinigte Staaten"
Lavaboots Studios,51.7172535,8.776472,LAVA Studios,"Schulze-Delitzsch-Straße 19, 33100 Paderborn, Deutschland"
Sports Director Limited,50.92080319999999,6.854036,DC International Sports Management GmbH,"Max-Planck-Straße 4, 50858 Köln, Deutschland"
Blender Games,50.93607489999999,6.9565104,SATURN,"Hohe Str. 46-50, 50667 Köln, Deutschland"
Kyy Games,61.4971177,23.7784404,Kyy Games Oy,"Pinninkatu 47, 33100 Tampere, Finnland"
Neognosis,50.9376036,6.9600477,GNOSIS KÖLN - ALEMANIA,"Unter Käster 1, 50667 Köln, Deutschland"
Aisystem Tokyo,35.7259669,139.7135364,AI-System株式会社,"Japan, 〒171-0022 Tokyo, Toshima City, Minamiikebukuro, 2 Chome−12−5, Hanabusa,Build'g, 4階"
MinMax Games Ltd.,41.92535729999999,-88.0173192,MinMaxGames,"1135 National Ave, Addison, IL 60101, Vereinigte Staaten"
"""Indi Software Co., Ltd.""",30.708489,76.6924815,Indi IT Solutions,"F 195, Ground and Base Floor, Phase 8B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055, Indien"
Emotion,50.9474701,6.842796099999999,e-motion e-Bike Premium-Shop Köln,"Kölner Str. 91, 50859 Köln, Deutschland"
Clockwork Games,47.2818649,8.5389476,Clockwork Games,"Hehlstrasse 53, 8135 Langnau am Albis, Schweiz"
Panic Button Games Inc.,30.3934622,-97.7521004,Panic Button,"9737 Great Hills Trl Suite 300, Austin, TX 78759, Vereinigte Staaten"
LAN - GAMES EOOD,51.43648140000001,6.8199115,LEAN GAMES,"Wurzelbruch 10, 45478 Mülheim an der Ruhr, Deutschland"
SHADE Inc.,26.4339419,50.1291259,Shade Corporation Ltd.,"Building 5222 King Faisal Ibn Abd Al Aziz, Al Mazruiyah, Dammam 32414, Saudi-Arabien"
Exxos,47.5554995,10.2290126,EXXOS.de – Oliver Herzig,"Immeweg 3, 87509 Immenstadt im Allgäu, Deutschland"
Charybdis,63.4280293,-68.00298660000001,Charybdis Reef,"Charybdis Reef, Qikiqtaaluk, Nunavut, Kanada"
Tetraedge,6.2846626,5.6090065,TetraEdge Church International,"7JM5+VJ6, Ugbor Rd, Oka, Benin City 300102, Edo, Nigeria"
Living Books,50.96917269999999,6.9739657,Action Köln,"Barbarastraße 5, 50735 Köln, Deutschland"
Big Bang,51.1103337,6.9476534,BIG BANG STORE,"Auf dem Sändchen 12, 40764 Langenfeld (Rheinland), Deutschland"
ERE Informatique,49.02041699999999,-0.0318608,Ere Informatique,"5 Rue du Général Leclerc, 14170 Saint-Pierre-en-Auge, Frankreich"
niceplay games,50.6915419,7.1412045,Nice Game Publishing GmbH,"Friesdorfer Str. 194A/haus 5, 53175 Bonn, Deutschland"
Black Dragon,51.1748676,6.4556442,Kampfkunst - Akademie e.V.,"Bonnenbroicher Str. 11-15, 41238 Mönchengladbach, Deutschland"
Legend Entertainment,38.0293,-78.4767,Legend Entertainment,"""Headquarters: Zentrale: Charlottesville, Virginia, USA (ehemaliges Studio)"""
Cliff Johnson,53.4184287,-2.1884383,Clifford Johnston & Co Solicitors,"107 Heaton Moor Rd, Heaton Moor, Stockport SK4 4HY, Vereinigtes Königreich"
"""ILCA, Inc.""",35.6938047,139.7072128,"ILCA,INC.","Japan, 〒160-0022 Tokyo, Shinjuku City, Shinjuku, 5 Chome−15−5 新宿三光町ビル 7階"
Probe Software,50.95304729999999,6.9374994,MEDEORA GmbH,"Am Gleisdreieck 1, 50823 Köln, Deutschland"
VR Sports,50.9368254,6.9387744,Giga-Center Köln,"Hohenzollernring 7-11, 50672 Köln, Deutschland"
Real World Media,49.2105949,-123.0928904,Real World Media,"610 SE Marine Dr, Vancouver, BC V5X 2T4, Kanada"
NA.P.S. Team SNC,38.1938,15.554,NA.P.S. Team SNC,"""Headquarters: Zentrale: Messina, Italien"""
Del,50.88837969999999,6.899456799999999,Cafe Del Sol Köln | Hürth,"Luxemburger Str. 227, 50354 Hürth, Deutschland"
Lion's Shade,55.7558,37.6176,Lion's Shade,"""Headquarters: Zentrale: Moskau, Russland"""
Benesse,34.4452233,133.990853,Benesse House Museum,"Japan, 〒761-3110 Kagawa, Kagawa District, Naoshima, 琴弾地"
Jaleco,51.8869064,4.6951679,Jaleco Totaal Projectafbouw B.V.,"Veenweideweg 24, 2957 LD Nieuw-Lekkerland, Niederlande"
Mistic Studios,52.20593849999999,21.0298388,Mistic Studio - sale prób i studio nagrań,"Artura Grottgera 12a, 00-785 Warszawa, Polen"
Vision Scape,41.1248758,-74.2451918,Visionscape Design,"27 Walker Dr, Ringwood, NJ 07456, Vereinigte Staaten"
Oxygen Interactive,52.2405,-0.9027,Oxygen Interactive,"""Headquarters: Zentrale: Northampton, Vereinigtes Königreich"""
Voxler,48.8499121,2.3799861,Voxler Games,"8 Pass. Brûlon, 75012 Paris, Frankreich"
Loose Cannon Studios,19.0766008,72.8340442,Loose Cannons Content Studio,"Moonstone, 10, Linking Rd, Santacruz, Mumbai, w, Mumbai, Maharashtra 400050, Indien"
Hammerhead,53.4084,-2.9916,Hammerhead,"""Headquarters: Zentrale: Liverpool, Vereinigtes Königreich (ehemaliges Studio)"""
Freedom Factory Studios,27.4654488,-82.3249156,Freedom Factory,"21050 FL-64, Bradenton, FL 34212, Vereinigte Staaten"
Quadriga Games,50.9520022,6.9574349,Quadriga Posaunenquartett,"Schillingstraße 18, 50670 Köln, Deutschland"
Triangle Studios,53.2121553,5.832164,Triangle Studios,"Wismastate 9a, 8926 RA Leeuwarden, Niederlande"
Conspiracy Entertainment,50.7872033,-1.0805437,Conspiracy Live,"57 Albert Rd, Southsea, Portsmouth, Southsea PO5 2SF, Vereinigtes Königreich"
Little Orbit,33.6409,-117.6031,Little Orbit,"""Headquarters: Zentrale: Rancho Santa Margarita, Kalifornien, USA"""
Odenis Studio,50.9068353,6.9941779,"Kreativ Studio ""von-O.Denis"" für Kunst Design und Dekor","In d. Kreuzau 2, 51105 Köln, Deutschland"
MagicWand,50.0110641,14.4181888,Magicwand.cz Sexshop,"Mádrova, 143 00 Praha 12-Modřany, Tschechien"
Beast Studios S.r.l.,50.9461834,6.9194095,No.6 The Beast,"Geisselstraße 66, 50823 Köln, Deutschland"
Beyond Software,39.9612,-82.9988,Beyond Software,"""Headquarters: Zentrale: Columbus, Ohio, USA (ehemaliges Studio)"""
EM Studios Limited,51.3561835,0.1047457,EM Studios,"43 Windsor Dr, Orpington BR6 6EY, Vereinigtes Königreich"
Atomic Motion,50.903052,-1.3827438,Atomic Motion Systems,"12, Vancouver Wharf, Hazel Rd, Southampton SO19 7BN, Vereinigtes Königreich"
Kalypso Media,49.6400639,8.3633806,Kalypso Media Gmbh,"Prinz-Carl-Anlage 36, 67547 Worms, Deutschland"
Microvision,35.6762,139.6503,Microvision,"""Headquarters: Zentrale: Tokio, Japan"""
Artificial Mind & Movement,48.2098835,16.1785292,"Praxis Mind & Movement - Physiotherapie, Ergotherapie, Mentaltraining, Yoga & Fitness","Doktor-Hild-Gasse 2, 3002 Purkersdorf, Österreich"
Black Ship Games,50.9327037,4.219456099999999,The Black Ship,"Rozenlaan 6, 1730 Asse, Belgien"
Dreamcatcher,43.6511,-79.3835,Dreamcatcher,"""Headquarters: Zentrale: Toronto, Ontario, Kanada (ehemaliges Studio)"""
"""GULTI co.,ltd.""",19.1754276,83.6627695,Guluti,"Guluti, Odisha, Indien"
Pegasus Japan,35.6135685,140.1211641,The President Club Pegasus,"Japan, 〒260-0016 Chiba, Chuo Ward, Sakaecho, 9−11 千葉ゴールデンプラザビル"
ImageBuilder Software,50.9279477,6.939476699999999,INSIGHT Geologische Softwaresysteme GmbH,"Hochstadenstraße 1-3, 50674 Köln, Deutschland"
Hired Gun,50.9356369,6.950704399999999,Games Workshop,"Cäcilienstraße 42-44, 50667 Köln, Deutschland"
Silent Software Inc.,37.3541,-121.9552,Silent Software Inc.,"""Headquarters: Zentrale: Santa Clara, Kalifornien, USA"""
Perpetual FX Creative,47.5136218,19.0526063,fx-creative,"Budapest, Katona József u. 23/A, 1137 Ungarn"
"""Kogado Studio, Inc.""",6.6081158,3.3536085,Koga Studios,"Bolaji Close, 2 Kudirat Abiola Way, Ikeja, Nigeria"
Infinite Machine,40.6774722,-74.0184446,Infinite Machine,"185 Van Dyke St, Brooklyn, NY 11231, Vereinigte Staaten"
Gulti,45.427957,9.310313,Gulti Claudio,"Via Indipendenza, 1, 20068 Bettola-Zeloforamagno MI, Italien"
Aqua Pacific,36.97210330000001,-122.017429,The Aqua Pacific Hotel,"330 Ocean St, Santa Cruz, CA 95060, Vereinigte Staaten"
Big Blue Bubble,42.9849,-81.2453,Big Blue Bubble,"""Headquarters: Zentrale: London, Ontario, Kanada"""
ProSoft,50.9515874,6.9077039,ProSoft,"Leyendeckerstraße 2A, 50825 Köln, Deutschland"
Navarre Corp,30.3740039,-86.9037173,Navarre Corporation,"7649 Gulf Blvd, Navarre, FL 32566, Vereinigte Staaten"
E-game,51.062203,7.00393,HellGames / damfastore,"Kölner Str. 89, 51379 Leverkusen, Deutschland"
Keys Factory,25.0132113,-80.5137656,Blond Giraffe Key Lime Pie Factory ®,"92220 Overseas Hwy, Tavernier, FL 33070, Vereinigte Staaten"
Aki Corp,35.6762,139.6503,Aki Corp,"""Headquarters: Zentrale: Tokio, Japan (heute bekannt als syn Sophia)"""
Culture Publishers,35.6762,139.6503,Culture Publishers,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
FuRyu,35.6538943,139.7046267,FURYU Corporation,"Japan, 〒150-0032 Tokyo, Shibuya City, Uguisudanicho, 2−3 ＣＯＭＳビル 2F"
Morgen Studios,50.9491537,6.913115899999999,nach morgen,"Vogelsanger Str. 193, 50825 Köln, Deutschland"
Neon,50.940569,6.9413686,Imbiss Neon,"Friesenstraße 85, 50670 Köln, Deutschland"
Code Monkeys,50.9333557,6.940376,CodeMonkeys,"Hohenstaufenring 62, 50674 Köln, Deutschland"
Blue Omega Entertainment,38.9784,-76.4922,Blue Omega Entertainment,"""Headquarters: Zentrale: Annapolis, Maryland, USA (ehemaliges Studio)"""
Hack Berry,35.3749066,-113.7227621,Hackberry General Store,"11255 AZ-66, Kingman, AZ 86411, Vereinigte Staaten"
Dovetail Games,51.3926144,0.5253009,Dovetail Games,"3rd Floor North, Fitted Rigging House The Historic Dockyard, Chatham ME4 4TZ, Vereinigtes Königreich"
GameMill Publishing,51.3335781,5.9509073,thedutchgamemill.com,"Hertsteeg 1, 5986 NR Beringe, Niederlande"
U.S. Gold,52.4862,-1.8904,U.S. Gold,"""Headquarters: Zentrale: Birmingham, Vereinigtes Königreich (ehemaliges Studio)"""
Asmik Ace Entertainment,35.6762,139.6503,Asmik Ace Entertainment,"""Headquarters: Zentrale: Tokio, Japan"""
YSK,50.9837618,6.8992549,JYSK Köln-Ossendorf,"Butzweilerstraße 49-49d, 50829 Köln, Deutschland"
Digital Kids,35.6762,139.6503,Digital Kids,"""Headquarters: Zentrale: Tokio, Japan"""
Media Kite,35.6762,139.6503,Media Kite,"""Headquarters: Zentrale: Tokio, Japan"""
Foreign Media Games,52.0116,4.7089,Foreign Media Games,"""Headquarters: Zentrale: Gouda, Niederlande"""
ZigZag Island,50.6512073,3.0378001,Zigzag Island,"51 Rue Nicot, 59130 Lambersart, Frankreich"
Digital Dreams,18.6141677,73.77506699999999,Dreams Digital,"Office No 5 First Floor Bajirao Classic Kalewadi Phata, near Pawana Bank, Thergaon, Pune, Maharashtra 411033, Indien"
Krisalis Software,51.6009228,-0.3390297,KRISARSYS,"FLAT5, COACHWORKS LODGE, 1B Whitefriars Dr, Harrow HA3 5HJ, Vereinigtes Königreich"
ECI,51.0837981,6.616021,Eci Rheinland Gmbh,"Zeppelinstraße 17, 41515 Grevenbroich, Deutschland"
"""Origin Systems, Inc.""",35.716727,4.526424700000001,Origin Systems,"PG8G+MHF, M'Sila, Algerien"
Indi Software,50.9998798,6.793366499999999,Massive Miniteam GmbH,"Rommerskirchener Str. 21/Atelier 55, 50259 Pulheim, Deutschland"
SilverBirch Studios,41.15046570000001,-85.195582,Silverbirch Studios,"7787 Huguenard Rd, Fort Wayne, IN 46818, Vereinigte Staaten"
"""Will Co., Ltd. Noisycroak""",22.3370964,114.1975344,Ｗil Sourcing Limited,"Hongkong, San Po Kong, Tai Yau St, 32號, Laurels Industrial Centre, 23樓11室"
Tectonic Studios,51.485878,-0.118776,Tectonic Interactive Ltd,"Studio 306, Vox Studios, 1-45 Durham St, London SE11 5JH, Vereinigtes Königreich"
Shin'en Multimedia,48.0846593,11.4790188,Shin'en Multimedia GmbH,"Königswieser Str. 83, 81475 München, Deutschland"
FireForge Games,40.9007507,14.7405432,Fireforge Games,"Via Alvanella, 199, 83024 Monteforte Irpino AV, Italien"
Quickdraw Developments Ltd.,51.5306325,-0.0935695999999999,QUICK2DRAW LTD,"20, 22 Wenlock Rd, London N1 7GU, Vereinigtes Königreich"
Bullfrog Production,51.1337929,-0.0149183,Bullfrog Productions,"Jubilee Community Centre, Charlwoods Rd, East Grinstead RH19 2HL, Vereinigtes Königreich"
Wide Games,50.8225,-0.1372,Wide Games,"""Headquarters: Zentrale: Brighton, Vereinigtes Königreich (ehemaliges Studio)"""
Digital Leisure,43.8547164,-79.39239669999999,Digital Leisure,"65B West Beaver Creek Rd Unit B, Richmond Hill, ON L4B 1K4, Kanada"
SAS Sakata,43.7391972,4.2845769,Sakata Vegetables Europe,"Domaine de Sablas, Rue Jean Moulin, 30620 Uchaud, Frankreich"
Enix Corporation,35.6966569,139.7087731,"Square Enix Co., Ltd.","6 Chome-27-30 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
Noise Factory,50.42231229999999,4.939493,Noise Factory Studio,"Rue de Quinaux 11, 5100 Namur, Belgien"
Mobile 21,48.25676190000001,16.4014781,Mobil 21,"Schloßhofer Str. 20, 1210 Wien, Österreich"
Takara Tomy ARTS,35.750318,139.850987,Takara Tomy Aoto,"4 Chome-19-16 Aoto, Katsushika City, Tokyo 125-0062, Japan"
Icon Games,31.9553455,35.8542382,Games icon jordan أيقونة الألعاب,"Al-Mawaddah St. 6, Amman, Jordanien"
Kando Games,50.1035342,8.6914233,Keen Games GmbH & Co. KG,"Dreieichstraße 59, 60594 Frankfurt am Main, Deutschland"
DTP Entertainment,53.58425099999999,10.0094461,dtp entertainment AG,"Goldbekpl. 3-5, 22303 Hamburg, Deutschland"
Ubisoft Pune,18.5447028,73.9114512,Ubisoft Pune,"CEREBRUM IT PARK, B3, Cybage Tower Rd, Kalyani Nagar, Pune, Maharashtra 411014, Indien"
Toybox Games,42.6845779,-83.37756949999999,Toy Box Video Games,"4500 Dixie Hwy, Waterford Twp, MI 48329, Vereinigte Staaten"
Neon Studios,50.9608903,7.004385399999999,neo design studios,"Wiener Platz 2, 51065 Köln, Deutschland"
ESP Software,35.6762,139.6503,ESP Software,"""Headquarters: Zentrale: Tokio, Japan (heute Teil von SEGA)"""
Telenet,35.6762,139.6503,Telenet,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
B.Alive,48.06251109999999,9.8389074,b-alive GmbH,"Panoramastraße 23, 88444 Ummendorf, Deutschland"
Untold Games,51.2828031,-0.8399241,Untold Gaming,"165-167, Fleet Rd, Fleet GU51 3PD, Vereinigtes Königreich"
Engine Software BV,51.9672723,6.2892613,Engine Software B.V.,"Burgemeester van Nispenstraat 6, 7001 BS Doetinchem, Niederlande"
Parsoft Interactive,32.7157,-117.1611,Parsoft Interactive,"""Headquarters: Zentrale: San Diego, Kalifornien, USA (ehemaliges Studio)"""
Worldweaver Ltd,51.8978973,-1.9389421,Worldweaver Ltd.,"The Quarry, Ashwood, Cheltenham GL54 5XL, Vereinigtes Königreich"
BELUGA Computer Inc.,50.8707916,4.272778199999999,Beluga Communications,"Bus 3, 'T Hofveld 6B, 1702 Dilbeek, Belgien"
NEC Interchannel,35.6762,139.6503,NEC Interchannel,"""Headquarters: Zentrale: Tokio, Japan"""
Arts Software,50.92687610000001,6.9661991,Electronic Arts GmbH,"Im Zollhafen 15-17, 50678 Köln, Deutschland"
Westwood,36.1699,-115.1398,Westwood,"""Headquarters: Zentrale: Las Vegas, Nevada, USA (Westwood Studios, ehemaliges Studio)"""
Oxygen Games,37.0502504,22.0100246,Oxygen toys and lights,"Πλατεία Αντύπα 9, Messini 242 00, Griechenland"
Micronet,6.9245309,79.8559575,Micronet Global Services (Pvt) Ltd,"141/7 C, 141/7B Vauxhall St, Colombo 00200, Sri Lanka"
Hidden City Games,51.5225605,-0.0855088,HiddenCity,"Floor 3, 6, 8 Bonhill St, London EC2A 4BX, Vereinigtes Königreich"
Groove Box,48.5838585,7.743713199999999,Groove Box Karaoke,"56 Rue du Jeu-des-Enfants, 67000 Strasbourg, Frankreich"
Wicked Studios,48.5110485,7.977443999999999,Wicked Earth Studios,"Am Brunnen 4, 77770 Durbach, Deutschland"
Torus Games Pty. Ltd.,-37.8472559,145.2460903,Torus Games,"52-62 Stud Rd, Bayswater VIC 3153, Australien"
Metropolis Software,52.2297,21.0122,Metropolis Software,"""Headquarters: Zentrale: Warschau, Polen (ehemaliges Studio)"""
Blam!,50.0975775,8.766632399999999,Philipp Blam & Sohn GmbH,"Waldstraße 87, 63071 Offenbach am Main, Deutschland"
The EDGE Interactive,53.4808,-2.2426,The EDGE Interactive,"""Headquarters: Zentrale: Manchester, Vereinigtes Königreich (ehemaliges Studio)"""
Pinegrow,1.2756998,103.8458098,Pinegrow Pte. Ltd.,"10 Anson Rd, #22-15 International Plaza, Singapur 079903"
Soliton,52.3361476,4.8876561,Soliton Systems Europe,"Barbara Strozzilaan 364, 1021 VA Amsterdam, Niederlande"
Roxor Games,51.5115641,-0.1377626,Roxor Gaming,"25 Golden Square, London W1F 9LU, Vereinigtes Königreich"
Unique Development Studios Sweden,58.58950410000001,16.1817385,Unique Development Studios,"Västgötegatan 13, 602 21 Norrköping, Schweden"
Excalibur Publishing Limited,51.73444989999999,0.4786394,Excalibur Limited,"77 Springfield Rd, Chelmsford CM1 7RA, Vereinigtes Königreich"
Tri Synergy,50.8469365,-1.0011601,Tri-Synergy Marketing,"Havant Business Centre, Unit 7, Harts Farm Way, Havant PO9 1JN, Vereinigtes Königreich"
Pixel Arts,50.9485502,6.9449503,PIXL VISN media arts academy,"Im Mediapark 5, 50670 Köln, Deutschland"
